,poistion,track_name,artist,popularity,followers,gen_1,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,explicit,track_id,art_id,album,year
746,48,Pure Water (with Migos),Mustard,76,1011257,Rap,0.682,0.559,0,-5.545,1,0.127,0,0.344,0.137,202.015,192471,4,TRUE,3j84U36KvLeXNDPv4t5pI8,0YinUQ50QDB7ZxSCLyQ40k,Perfect Ten,2019
747,49,You Need To Calm Down,Taylor Swift,76,62872493,Pop,0.771,0.671,2,-5.617,1,0.0553,0,0.0637,0.714,85.026,171360,4,FALSE,6RRNNciQGZEXnqk8SQ9yv5,06HL4z0CvFAxyc27GXpf02,Lover,2019
748,50,"10,000 Hours (with Justin Bieber)",Dan + Shay,76,2792020,Country,0.654,0.63,10,-4.644,1,0.0259,0,0.111,0.43,89.991,167693,4,FALSE,2wrJq5XKLnmhRXHIAf9xBa,7z5WFjZAIYejWy0NI5lv4T,"10,000 Hours (with Justin Bieber)",2019
749,51,Old Town Road,Lil Nas X,76,12079807,Hip Hop,0.907,0.53,1,-6.112,1,0.127,2.23E-06,0.101,0.507,135.998,113000,4,FALSE,0F7FA14euOIX8KcbEturGH,7jVv8c5Fj3E9VhNjxT4snq,7 EP,2019
750,52,Don't Call Me Up,Mabel,76,1709347,Dance,0.674,0.881,9,-2.853,1,0.147,3.01E-06,0.0793,0.234,98.994,178480,4,FALSE,5WHTFyqSii0lmT9R21abT8,1MIVXf74SZHmTIp4V4paH4,Ivy To Roses (Mixtape),2019
751,53,ZEZE (feat. Travis Scott & Offset),Kodak Black,76,8706772,Rap,0.861,0.603,8,-5.788,0,0.176,0,0.0924,0.504,98.043,228760,4,TRUE,0FZ4Dmg8jJJAPJnvBIzD9z,46SHBwWsqBkxI7EeeBEQG7,Dying to Live,2019
752,54,Piece Of Your Heart,MEDUZA,76,572079,Dance,0.677,0.744,10,-6.806,0,0.0295,0.00016,0.074,0.631,124.08,152913,4,FALSE,1DFD5Fotzgn6yYXkYsKiGs,0xRXCcSX89eobfrshSVdyu,Piece Of Your Heart,2019
753,55,Dancing With A Stranger (with Normani),Sam Smith,76,20838804,Dance,0.741,0.52,8,-7.513,1,0.0656,1.97E-06,0.222,0.347,102.998,171030,4,FALSE,6Qs4SXO9dwPj5GKvVOv8Ki,2wY79sveU1sp5g7SokKOiI,Dancing With A Stranger (with Normani),2019
754,56,bury a friend,Billie Eilish,75,72417216,EDM,0.905,0.389,8,-14.505,1,0.332,0.162,0.106,0.196,120.046,193143,4,FALSE,4SSnFejRGlZikf02HLewEF,6qqNVTkY8uBg9cP3Jd7DAH,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019
755,57,Higher Love,Kygo,75,8205953,EDM,0.693,0.678,8,-7.159,1,0.0324,5.71E-06,0.101,0.404,103.952,228267,4,FALSE,6oJ6le65B3SEqPwMRNXWjY,23fqKkggKUBHNkbKtXEls4,Higher Love,2019
756,58,China,Anuel AA,75,25110000,Reggae,0.786,0.808,7,-3.702,1,0.0882,0.000289,0.0822,0.609,105.027,301714,4,FALSE,2ksOAxtIxY8yElEWw8RhgK,2R21vXR83lH98kGeO99Y66,China,2019
757,59,Kill This Love,BLACKPINK,75,34753569,Pop,0.763,0.835,2,-5.234,0,0.191,0.00221,0.225,0.645,131.875,191050,4,FALSE,6hvczQ05jc1yGlp9zhb95V,41MozSoPIsD1dJM0CLPjZF,KILL THIS LOVE,2019
758,60,3 Nights,Dominic Fike,75,986725,EDM,0.815,0.518,7,-6.594,0,0.0897,0,0.104,0.877,151.891,177667,4,FALSE,1tNJrcVe6gwLEiZCtprs1u,6USv9qhCn6zfxlBQIYJ9qs,"Don't Forget About Me, Demos",2019
759,61,Truth Hurts,Lizzo,75,5181564,Pop,0.715,0.624,4,-3.046,0,0.114,0,0.123,0.412,158.087,173325,4,TRUE,3HWzoMvoF3TQfYg4UPszDq,56oDRnqbIiwx4mymNEv7dS,Cuz I Love You (Super Deluxe),2019
760,62,Nights Like This (feat. Ty Dolla $ign),Kehlani,74,6314633,Dance,0.61,0.725,8,-5.131,1,0.15,0,0.154,0.291,146.163,201788,4,TRUE,6ZRuF2n1CQxyxxAAWsKJOy,0cGUm45nv7Z6M6qdXYQGTX,While We Wait,2019
761,63,Please Me,Cardi B,74,20696110,Dance,0.747,0.57,1,-6.711,1,0.081,0,0.0832,0.65,133.992,200890,4,TRUE,0PG9fbaaHFHfre2gUVo7AN,4kYSro6naA4h99UJvo89HB,Please Me,2019
762,64,Secreto,Anuel AA,74,25110000,Reggae,0.807,0.803,11,-4.156,1,0.126,0.00853,0.136,0.706,91.987,258800,4,FALSE,5W83ErFkO3aKAIS1WMi6u0,2R21vXR83lH98kGeO99Y66,Secreto,2019
763,65,Soltera - Remix,Lunay,74,7569188,Latin,0.795,0.783,5,-4.271,1,0.0432,0,0.437,0.799,92.01,266087,4,FALSE,4t9a07PAghtQMRAIP9FQ7Z,47MpMsUfWtgyIIBEFOr4FE,Épico,2019
764,66,Here With Me,Marshmello,74,34561050,EDM,0.791,0.565,5,-3.933,0,0.0439,0,0.156,0.181,99.961,156347,4,FALSE,5icOoE6VgqFKohjWWNp0Ac,64KEffDW9EtZ1y2vBYgq8T,Here With Me,2019
765,67,How Do You Sleep?,Sam Smith,74,20838804,Dance,0.477,0.682,1,-4.931,0,0.0925,0,0.0763,0.345,110.567,202205,5,FALSE,6b2RcmUt1g9N9mQ3CbjX2Y,2wY79sveU1sp5g7SokKOiI,How Do You Sleep?,2019
766,68,Good as Hell,Lizzo,74,5181564,Pop,0.682,0.919,0,-3.18,0,0.0875,0,0.442,0.535,95.982,159736,4,FALSE,6KgBpzTuTRPebChN0VTyzV,56oDRnqbIiwx4mymNEv7dS,Cuz I Love You (Super Deluxe),2019
767,69,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,74,6895059,Rap,0.581,0.662,9,-5.239,1,0.303,0,0.111,0.434,93.023,189487,4,TRUE,1wJRveJZLSb1rjhnUHQiv6,31W5EY0aAly4Qieq6OFu6I,Hoodie SZN,2019
768,70,I Don't Care (with Justin Bieber),Ed Sheeran,74,105492653,Pop,0.798,0.676,6,-5.041,1,0.0442,0,0.0894,0.843,101.956,219947,4,FALSE,0hVXuCcriWRGvwMV1r5Yn9,6eUKZXaKkcviH0Ku9w2n3V,No.6 Collaborations Project,2019
769,71,Calma - Remix,Pedro Capó,73,1543602,Latin,0.826,0.773,11,-4.218,0,0.0524,0,0.143,0.761,126.899,238200,4,FALSE,5iwz1NiezX7WWjnCgY5TH4,4QVBYiagIaa6ZGSPMbybpy,Calma (Remix),2019
770,72,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",DJ Snake,73,8216009,Dance,0.842,0.801,8,-4.167,0,0.228,4.82E-06,0.0642,0.617,95.881,212500,4,TRUE,0KoiMHhqKLoL4xM54rcWYY,540vIaP2JwjQb9dm3aArA4,Carte Blanche,2019
771,73,One Thing Right,Marshmello,72,34561050,EDM,0.659,0.625,4,-2.253,1,0.045,0,0.582,0.442,88.042,181824,4,FALSE,4hPpVbbakQNv8YTHYaOJP4,64KEffDW9EtZ1y2vBYgq8T,One Thing Right,2019
772,74,Grace,Lewis Capaldi,72,10130314,Pop,0.722,0.565,4,-5.848,1,0.0335,0,0.165,0.488,104.483,185658,4,FALSE,0pEkK8MqbmGSX7fT8WLMbR,4GNC7GD6oZMSxPGyXy4MNB,Divinely Uninspired To A Hellish Extent,2019
773,75,Bohemian Rhapsody - Remastered 2011,Queen,72,43838185,Rock,0.392,0.402,0,-9.961,0,0.0536,0,0.243,0.228,143.883,354320,4,FALSE,7tFiyTwD0nx5a1eklYtX2J,1dfeR4HaWDbWqFHLkxsg1d,A Night At The Opera (Deluxe Remastered Version),2019
774,76,Beautiful People (feat. Khalid),Ed Sheeran,73,105492653,Pop,0.64,0.647,5,-8.114,0,0.186,0,0.0801,0.546,92.979,197867,4,FALSE,70eFcWOvlMObDhURTqT4Fv,6eUKZXaKkcviH0Ku9w2n3V,No.6 Collaborations Project,2019
775,77,Money,Cardi B,72,20696110,Dance,0.95,0.59,8,-6.508,0,0.29,0,0.11,0.219,130.003,183527,4,TRUE,2GGMabyHXnJmjY6CXhhB2e,4kYSro6naA4h99UJvo89HB,Money,2019
776,78,Look Back at It,A Boogie Wit da Hoodie,74,6895059,Rap,0.791,0.587,3,-5.075,0,0.0413,0,0.148,0.536,96.057,179449,4,TRUE,3Ol2xnObFdKV9pmRD2t9x8,31W5EY0aAly4Qieq6OFu6I,Hoodie SZN,2019
777,79,emotions,iann dior,72,1640117,Rap,0.63,0.63,9,-6.211,1,0.0395,0,0.142,0.163,80.512,131213,4,FALSE,5ls62WNKHUUrdF3r1cv83T,6ASri4ePR7RlsvIQgWPJpS,nothings ever good enough,2019
778,80,Shotta Flow (feat. Blueface) [Remix],NLE Choppa,72,5366934,Hip Hop,0.894,0.511,2,-4.768,1,0.421,0,0.14,0.567,120.077,176632,4,TRUE,5BJMeoCXXgbRAWfp6fTulr,0ErzCpIMyLcjPiwT4elrtZ,Cottonwood,2019
779,81,If I Can't Have You,Shawn Mendes,72,39941886,Pop,0.692,0.809,2,-4.198,1,0.0602,0,0.147,0.864,123.911,190800,4,FALSE,6LsAAHotRLMOHfCsSfYCsz,7n2wHs1TKAczGzO7Dd2rGr,If I Can't Have You,2019
780,82,Giant (with Rag'n'Bone Man),Calvin Harris,72,22985542,Dance,0.807,0.887,1,-4.311,0,0.0361,0.000503,0.0811,0.606,122.015,229184,4,FALSE,5itOtNx0WxtJmi1TQ3RuRd,7CajNmpbOovFoOoasH2HaY,Giant (with Rag'n'Bone Man),2019
781,83,Only Human,Jonas Brothers,72,6618719,Pop,0.795,0.496,0,-5.883,1,0.0722,0,0.0645,0.874,94.01,183000,4,FALSE,0DiDStADDVh3SvAsoJAFMk,7gOdHgIoIKoe4i9Tta6qdD,Happiness Begins,2019
782,84,Otro Trago,Sech,72,11344835,Pop,0.746,0.7,0,-4.669,1,0.341,0.000159,0.11,0.619,176.044,225933,4,TRUE,1Ej96GIBCTvgH7tNX1r3qr,77ziqFxp5gaInVrF2lj4ht,Sueños,2019
783,85,So Am I,Ava Max,71,5705404,Dance,0.681,0.657,6,-4.671,1,0.0432,0,0.353,0.628,130.089,183027,4,FALSE,2Xnv3GntqbBH1juvUYSpHG,4npEfmQ6YuiwW1GpUmaq3F,Heaven & Hell,2019
784,86,SOS (feat. Aloe Blacc),Avicii,71,22277533,Dance,0.802,0.645,5,-6.181,0,0.0715,0,0.119,0.376,100.001,157202,4,FALSE,2x0RZdkZcD8QRI53XT4GI5,1vCWHaC5f2uS3yhpwWbIA6,TIM,2019
785,87,Panini,Lil Nas X,71,12079807,Hip Hop,0.703,0.594,5,-6.146,0,0.0752,0,0.123,0.475,153.848,114893,4,FALSE,1000nHvUdawXuUHgBod4Wv,7jVv8c5Fj3E9VhNjxT4snq,Panini,2019
786,88,Suge,DaBaby,71,10282523,Hip Hop,0.876,0.662,2,-6.482,0,0.426,0,0.127,0.844,75.445,163320,4,TRUE,2gwkD6igEhQbDQegRCcdoB,4r63FhuTkUYltbVAg5TQnk,Baby On Baby,2019
787,89,Talk (feat. Disclosure),Khalid,71,15636032,Pop,0.9,0.4,0,-8.575,1,0.127,0,0.0599,0.346,135.984,197573,4,FALSE,6TqXcAFInzjp0bODyvrWEq,6LuN9FCkKOj5PcnpouEgny,Free Spirit,2019
788,90,Never Really Over,Katy Perry,70,23652014,Dance,0.77,0.882,8,-4.792,1,0.0602,0,0.316,0.385,99.991,223523,4,FALSE,5PYQUBXc7NYeI1obMKSJK0,6jJ0s89eD6GaHleKKya26X,Never Really Over,2019
789,91,Adan y Eva,Paulo Londra,70,19479730,Hip Hop,0.767,0.709,1,-4.47,1,0.336,0,0.0745,0.72,171.993,256972,4,FALSE,132ALUzVLmqYB4UsBj5qD6,3vQ0GE3mI0dAaxIMYe5g7z,Homerun,2019
790,92,My Type,Saweetie,70,1696415,Rap,0.899,0.811,2,-6.294,1,0.258,0,0.0672,0.587,105.038,126446,4,TRUE,5KBARWIxeMGkvUax9VtVC9,6cK3NBO6uP7hh0oyuVELFl,ICY,2019
791,93,Leave Me Alone,Flipp Dinero,69,1152280,Rap,0.792,0.743,7,-2.806,1,0.0851,0,0.183,0.742,150.024,195637,4,TRUE,6V7g6qM8wheMivMWrzbPTM,2HUwZ0kumzCSlhFcjFZfpp,LOVE FOR GUALA,2019
792,94,Motivation,Normani,69,2187235,Dance,0.599,0.887,4,-3.967,1,0.0984,1.21E-06,0.3,0.881,170.918,193837,4,FALSE,0rIAC4PXANcKmitJfoqmVm,2cWZOOzeOm4WmBJRnD5R7I,Motivation,2019
793,95,i'm so tired...,Lauv,69,5402032,Dance,0.548,0.735,11,-7.572,1,0.236,0,0.195,0.498,101.252,162587,4,FALSE,7LpMG3AEaIJgs62HQhAa91,5JZ7CnR6gTvEMKX4g70Amv,~how i'm feeling~,2019
794,96,Mad Love,Mabel,69,1709347,Dance,0.623,0.796,0,-2.981,0,0.199,0,0.115,0.607,197.524,169813,4,FALSE,6ImEBuxsbuTowuHmg3Z2FO,1MIVXf74SZHmTIp4V4paH4,High Expectations,2019
795,97,Ladbroke Grove,AJ Tracey,69,1126424,Other,0.902,0.839,11,-9.447,0,0.208,0,0.102,0.727,133.989,190537,4,FALSE,7AODNxFNPnKaz4hURLzw5l,4Xi6LSfFqv26XgP9NKN26U,AJ Tracey,2019
796,98,Slide Away,Miley Cyrus,69,19029603,Dance,0.53,0.538,5,-6.672,1,0.0335,2.83E-06,0.248,0.288,148.051,233654,4,FALSE,44ADyYoY5liaRa3EOAl4uf,5YGY8feqx7naU7z4HrwZM6,Slide Away,2019
797,99,Clout (feat. Cardi B),Offset,68,2522269,Hip Hop,0.919,0.622,1,-7.384,1,0.0997,4.24E-06,0.122,0.424,140.022,205803,4,TRUE,59ywHNwwchG4nZJMLyxSzd,4DdkRBBYG6Yk9Ka8tdJ9BW,FATHER OF 4,2019
798,100,Easier,5 Seconds of Summer,68,8989698,Pop,0.562,0.46,5,-4.173,1,0.259,0,0.107,0.623,176.055,158099,4,FALSE,2bjUEg4jBtKBlPdNrTAppI,5Rl15oVamLq7FbSb0NNBNy,CALM,2019
799,1,Blinding Lights,The Weeknd,90,53182739,R&B,0.514,0.73,1,-5.934,1,0.0598,9.54E-05,0.0897,0.334,171.005,200040,4,FALSE,0VjIjW4GlUZAMYd2vXMi3b,1Xyo4u8uXC1ZmMpatF05PJ,After Hours,2020
800,2,Dance Monkey,Tones And I,75,2984987,Pop,0.824,0.587,6,-6.401,0,0.0937,0.000105,0.149,0.514,98.029,209438,4,FALSE,2N8m6CYs74qQO4mjVcXO30,2NjfBq1NflQcKSeiDooVjY,Welcome To The Madhouse (Deluxe),2020
801,3,The Box,Roddy Ricch,80,8617612,Rap,0.896,0.586,10,-6.687,0,0.0559,0,0.79,0.642,116.971,196653,4,TRUE,0nbXyq5TXYPCO7pr3N8S4I,757aE44tKEUQEqRuT6GnEB,Please Excuse Me for Being Antisocial,2020
802,4,Roses - Imanbek Remix,SAINt JHN,58,902442,Rap,0.785,0.721,8,-5.457,1,0.0506,0.00432,0.285,0.894,121.962,176219,4,TRUE,2Wo6QQD1KMDWeFkkjLqwx5,0H39MdGGX6dbnnQPt6NQkZ,Roses (Imanbek Remix),2020
803,5,Don't Start Now,Dua Lipa,81,37375109,Dance,0.793,0.793,11,-4.521,0,0.083,0,0.0951,0.679,123.95,183290,4,FALSE,3PfIrDoz19wz7qK7tYeu62,6M2wZ9GZgrQXHCFfjv46we,Future Nostalgia,2020
804,6,ROCKSTAR (feat. Roddy Ricch),DaBaby,79,10282523,Hip Hop,0.746,0.69,11,-7.956,1,0.164,0,0.101,0.497,89.977,181733,4,TRUE,7ytR5pFWmSjzHJIeQkgog4,4r63FhuTkUYltbVAg5TQnk,BLAME IT ON BABY,2020
805,7,Watermelon Sugar,Harry Styles,88,24543919,Pop,0.548,0.816,0,-4.209,1,0.0465,0,0.335,0.557,95.39,174000,4,FALSE,6UelLqGlWMcVH1E5c4H7lY,6KImCVD70vtIoJWnq6nGn3,Fine Line,2020
806,8,death bed (coffee for your head),Powfu,82,1118668,Rap,0.726,0.431,8,-8.765,0,0.135,0,0.696,0.348,144.026,173333,4,FALSE,7eJMfftS33KTjuF7lTsMCx,6bmlMHgSheBauioMgKv2tn,death bed (coffee for your head),2020
807,9,Falling,Trevor Daniel,78,724214,Rap,0.785,0.431,10,-8.756,0,0.0364,0,0.0887,0.236,127.085,159382,4,FALSE,0Aqi7ArnBrGblW5T6p2jmD,7uaIm6Pw7xplS8Dy06V6pT,Nicotine,2020
808,10,Someone You Loved,Lewis Capaldi,87,10130314,Pop,0.501,0.405,1,-5.679,1,0.0319,0,0.105,0.446,109.891,182161,4,FALSE,7qEHsqek33rTcFNT9PFqLf,4GNC7GD6oZMSxPGyXy4MNB,Divinely Uninspired To A Hellish Extent,2020
809,11,Tusa,KAROL G,76,30180587,Reggae,0.803,0.715,2,-3.28,1,0.298,0.000134,0.0574,0.574,101.085,200960,4,FALSE,7k4t7uLgtOxPwTpFmtJNTY,790FomKkXshlbRYZFtlgla,Tusa,2020
810,12,ROXANNE,Arizona Zervas,77,693569,Pop,0.621,0.601,6,-5.616,0,0.148,0,0.46,0.457,116.735,163636,5,TRUE,696DnlkuDOXcMAnKlTgXXK,0vRvGUQVUjytro0xpb26bs,ROXANNE,2020
811,13,Circles,Post Malone,86,38874119,Rap,0.695,0.762,0,-3.497,1,0.0395,0.00244,0.0863,0.553,120.042,215280,4,FALSE,21jGcNKet2qwijlDFuPiPb,246dkjvS1zLTtiykXe5h60,Hollywood's Bleeding,2020
812,14,Blueberry Faygo,Lil Mosey,74,4854218,Rap,0.774,0.554,0,-7.909,1,0.0383,0,0.132,0.349,99.034,162547,4,TRUE,22LAwLoDA5b4AaGSkg6bKW,5zctI4wO9XSKS8XwcnqEHk,Certified Hitmaker,2020
813,15,Intentions (feat. Quavo),Justin Bieber,76,67760523,Pop,0.806,0.546,9,-6.637,1,0.0575,0,0.102,0.874,147.986,212867,4,FALSE,4umIPjkehX1r7uhmGvXiSV,1uNFoZAHBGtllmzznpCI3s,Changes,2020
814,16,Toosie Slide,Drake,68,69172212,Hip Hop,0.83,0.49,1,-8.82,0,0.209,3.04E-06,0.113,0.845,81.604,247059,4,TRUE,466cKvZn1j45IpxDdYZqdA,3TVXtAsR1Inumwj472S9r4,Dark Lane Demo Tapes,2020
815,17,Before You Go,Lewis Capaldi,83,10130314,Pop,0.459,0.575,3,-4.858,1,0.0573,0,0.0885,0.183,111.881,215107,4,FALSE,2gMXnyrvIjhVBUZwvLZDMP,4GNC7GD6oZMSxPGyXy4MNB,Divinely Uninspired To A Hellish Extent (Extended Edition),2020
816,18,Say So,Doja Cat,78,23116295,Dance,0.787,0.673,11,-4.583,0,0.159,3.35E-06,0.0904,0.779,110.962,237893,4,TRUE,3Dv1eDb0MEgF93GpLXlucZ,5cj0lLjcoR7YOSnhnX0Po5,Hot Pink,2020
817,19,Memories,Maroon 5,84,38716706,Pop,0.775,0.327,11,-7.241,1,0.0557,0,0.0821,0.595,91.05,189486,4,FALSE,4cktbXiXOapiLBMprHFErI,04gDigrS5kc9YWfZHwBETP,JORDI (Deluxe),2020
818,20,Life Is Good (feat. Drake),Future,72,12514791,Hip Hop,0.795,0.574,2,-6.903,0,0.487,0,0.15,0.537,142.053,237918,4,TRUE,1K5KBOgreBi5fkEHvg5ap3,1RyvyyTE3xzB2ZywiAwp0i,High Off Life,2020
819,21,Savage Love (Laxed - Siren Beat),Jawsh 685,76,108681,Pop,0.767,0.481,0,-8.52,0,0.0803,0,0.269,0.761,150.076,171375,4,TRUE,1xQ6trAsedVPCdbtDAmk0c,56mfhUDKa1vec6rSLZV5Eg,Savage Love (Laxed - Siren Beat),2020
820,22,Adore You,Harry Styles,84,24543919,Pop,0.676,0.771,8,-3.675,1,0.0483,7.00E-06,0.102,0.569,99.048,207133,4,FALSE,3jjujdWJ72nww5eGnfs2E7,6KImCVD70vtIoJWnq6nGn3,Fine Line,2020
821,23,Breaking Me,Topic,77,190417,Dance,0.789,0.72,8,-5.652,0,0.218,0,0.129,0.664,122.031,166794,4,FALSE,3H7ihDc1dqLriiWXwsc2po,0u6GtibW46tFX7koQ6uNJZ,Breaking Me,2020
822,24,Mood (feat. iann dior),24kGoldn,82,1908817,Rap,0.701,0.716,7,-3.671,0,0.0361,0,0.324,0.732,91.007,140533,4,TRUE,4jPy3l0RUwlUI9T5XHBW2m,6fWVd57NKTalqvmjRd2t8Z,El Dorado,2020
823,25,everything i wanted,Billie Eilish,84,72417216,EDM,0.704,0.225,6,-14.454,0,0.0994,0.657,0.106,0.243,120.006,245426,4,FALSE,3ZCTVFBt2Brf31RLEnCkWJ,6qqNVTkY8uBg9cP3Jd7DAH,everything i wanted,2020
824,26,Señorita,Shawn Mendes,80,39941886,Pop,0.759,0.548,9,-6.049,0,0.029,0,0.0828,0.749,116.967,190800,4,FALSE,6v3KW9xbzN5yKLt9YKDYA2,7n2wHs1TKAczGzO7Dd2rGr,Shawn Mendes (Deluxe),2020
825,27,bad guy,Billie Eilish,83,72417216,EDM,0.701,0.425,7,-10.965,1,0.375,0.13,0.1,0.562,135.128,194088,4,FALSE,2Fxmhks0bxGSBdJ92vM42m,6qqNVTkY8uBg9cP3Jd7DAH,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2020
826,28,WAP (feat. Megan Thee Stallion),Cardi B,79,20696110,Dance,0.935,0.454,1,-7.509,1,0.375,0,0.0824,0.357,133.073,187541,4,TRUE,4Oun2ylbjFKMPTiaSbbCih,4kYSro6naA4h99UJvo89HB,WAP (feat. Megan Thee Stallion),2020
827,29,Sunday Best,Surfaces,75,874647,Soul,0.878,0.525,5,-6.832,1,0.0578,0,0.0714,0.694,112.022,158571,4,FALSE,1Cv1YLb4q0RzL6pybtaMLo,4ETSs924pXMzjIeD6E9b4u,Where the Light Is,2020
828,30,Godzilla (feat. Juice WRLD),Eminem,82,62163501,Hip Hop,0.808,0.745,10,-5.26,0,0.342,0,0.292,0.829,165.995,210800,4,TRUE,7FIWs0pqAYbP91WWM0vlTQ,7dGJo4pcD2V6oG8kP0tJRR,Music To Be Murdered By,2020
829,31,Yummy,Justin Bieber,69,67760523,Pop,0.676,0.506,9,-6.652,0,0.0958,0,0.118,0.497,145.842,208520,4,FALSE,16wAOAZ2OkqoIDN7TpChjR,1uNFoZAHBGtllmzznpCI3s,Changes,2020
830,32,Break My Heart,Dua Lipa,77,37375109,Dance,0.73,0.729,4,-3.434,0,0.0884,1.39E-06,0.349,0.467,113.011,221820,4,FALSE,017PF4Q3l4DBUiWoXk4OWT,6M2wZ9GZgrQXHCFfjv46we,Future Nostalgia,2020
831,33,Dynamite,BTS,84,57938764,Pop,0.746,0.765,6,-4.41,0,0.0993,0,0.0936,0.737,114.044,199054,4,FALSE,5QDLhrAOJJdNAmCTJ8xMyW,3Nrfpe0tUJi4K4DXYWgMUX,BE,2020
832,34,Supalonely (feat. Gus Dapperton),BENEE,61,725951,EDM,0.862,0.631,7,-4.746,1,0.0515,0.000209,0.123,0.841,128.978,223488,4,TRUE,3GZoWLVbmxcBys6g0DLFLf,0Cp8WN4V8Tu4QJQwCN5Md4,Hey u x,2020
833,35,ily (i love you baby) (feat. Emilee),Surf Mesa,76,153229,House,0.674,0.774,11,-7.567,0,0.0892,0.00188,0.393,0.33,112.05,176547,4,FALSE,62aP9fBQKYKxi7PDXwcUAS,1lmU3giNF3CSbkVSQmLpHQ,ily (i love you baby) (feat. Emilee),2020
834,36,Rain On Me (with Ariana Grande),Lady Gaga,76,23923632,EDM,0.672,0.855,9,-3.764,1,0.0397,0,0.323,0.646,123.056,182200,4,FALSE,7ju97lgwC2rKQ6wwsf9no9,1HY2Jd0NmPuamShAr6KMms,Chromatica,2020
835,37,HIGHEST IN THE ROOM,Travis Scott,82,21413547,Rap,0.598,0.427,7,-8.764,0,0.0317,5.83E-06,0.21,0.0605,76.469,175721,4,TRUE,3eekarcy7kvN4yt5ZFzltW,0Y5tJX1MQlPlqiwlOH1tJY,HIGHEST IN THE ROOM,2020
836,38,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,81,38874119,Rap,0.755,0.522,2,-4.368,1,0.0575,0,0.0685,0.925,89.96,157560,4,FALSE,0RiRZpuVRbi7oqRdSMwhQY,246dkjvS1zLTtiykXe5h60,Hollywood's Bleeding,2020
837,39,Hawái,Maluma,78,32667071,Reggae,0.783,0.727,6,-3.454,0,0.389,2.46E-05,0.0626,0.558,180.067,199112,4,FALSE,1yoMvmasuxZfqHEipJhRbp,1r4hJ1h58CWwUQe3MxPuau,PAPI JUANCHO,2020
838,40,Ride It,Regard,79,199692,Dance,0.88,0.751,7,-4.258,0,0.0874,6.43E-05,0.106,0.884,117.948,157606,4,FALSE,2tnVG71enUj33Ic2nFN6kZ,4ofCBoyEiGSePFAG500xev,Ride It,2020
839,41,goosebumps,Travis Scott,84,21413547,Rap,0.841,0.728,7,-3.37,1,0.0484,0,0.149,0.43,130.049,243837,4,TRUE,6gBFPUFcJLzWGx4lenP6h2,0Y5tJX1MQlPlqiwlOH1tJY,Birds In The Trap Sing McKnight,2020
840,42,RITMO (Bad Boys For Life),Black Eyed Peas,63,7037742,Dance,0.732,0.716,10,-6.968,0,0.0561,0.000758,0.73,0.666,105.093,214855,4,TRUE,5NyS3oxTlos3Agl2YtZwrC,1yxSLGMDHlW21z4YXirZDS,TRANSLATION,2020
841,43,THE SCOTTS,THE SCOTTS,76,182196,None,0.716,0.537,0,-7.648,0,0.0514,0,0.157,0.28,129.979,165978,4,TRUE,39Yp9wwQiSRIDOvrVg7mbk,2PaZWGu5T5nHjY2xxAkFsT,THE SCOTTS,2020
842,44,Safaera,Bad Bunny,79,59724899,Reggae,0.607,0.829,2,-4.074,1,0.379,0,0.107,0.685,96.172,295177,4,TRUE,2DEZmgHKAvm41k4J3R2E9Y,4q3ewBCX7sLwd24euuV69X,YHLQMDLG,2020
843,45,lovely (with Khalid),Billie Eilish,88,72417216,EDM,0.351,0.296,4,-10.109,0,0.0333,0,0.095,0.12,115.284,200186,4,FALSE,0u2P5u6lvoDfwTYjAADbn4,6qqNVTkY8uBg9cP3Jd7DAH,lovely (with Khalid),2020
844,46,Lucid Dreams,Juice WRLD,85,26564124,Rap,0.511,0.566,6,-7.23,0,0.2,0,0.34,0.218,83.903,239836,4,TRUE,285pBltuF7vW8TeWk8hdRR,4MCBfE4596Uoi2O4DtmEMz,Goodbye & Good Riddance,2020
845,47,Stuck with U (with Justin Bieber),Ariana Grande,82,85188706,Dance,0.597,0.45,8,-6.658,1,0.0418,0,0.382,0.537,178.765,228482,3,FALSE,4HBZA5flZLE435QTztThqH,66CXWjxzNUsdJxJ2JdwvnR,Stuck with U,2020
846,48,If the World Was Ending (feat. Julia Michaels),JP Saxe,77,385358,EDM,0.464,0.473,1,-10.086,1,0.129,0,0.109,0.604,75.801,208687,4,FALSE,2kJwzbxV2ppxnQoYw4GLBZ,66W9LaWS0DPdL7Sz8iYGYe,If the World Was Ending (feat. Julia Michaels),2020
847,49,Physical,Dua Lipa,76,37375109,Dance,0.647,0.844,0,-3.756,1,0.0457,0.000658,0.102,0.746,146.967,193829,4,FALSE,3AzjcOeAmA57TIOr9zF1ZW,6M2wZ9GZgrQXHCFfjv46we,Future Nostalgia,2020
848,50,SICKO MODE,Travis Scott,82,21413547,Rap,0.834,0.73,8,-3.714,1,0.222,0,0.124,0.446,155.008,312820,4,TRUE,2xLMifQCjDGFmkHkpNLD9h,0Y5tJX1MQlPlqiwlOH1tJY,ASTROWORLD,2020
